noi_permit_number,project_name,latitude,longitude,receiving_waters,total_land_area,estimated_area,construct_start,construct_end
5885,BUCKS BRANCH MAINTENANCE DIPOUT,38.718782,-75.640097,Nanticoke River,6.82,6.82,9/18/2018,9/18/2019
5886,TUSSOCKY TAX DITCH MAINTENANCE DIPOUT,38.483872,-75.621456,Broad Creek,26,26,11/9/2018,11/9/2019
5887,BUNTING TAX DITCH MAINTENANCE DIPOUT,38.451298,-75.134036,Assawoman,92.8,92.8,11/3/2017,11/3/2018
5888,GUM BRANCH TAX DITCH MAINTENANCE DIPOUT ,38.48716,-75.388421,Pocomoke River,24,24,10/11/2018,10/11/2019
5889,NORTH PRONG TAX DITCH DIPOUT,38.496476,-75.361962,Pocomoke River,59.1,59.1,10/26/2018,10/26/2019
5890,VINES BRANCH TAX DITCH DIPOUT,38.498067,-75.24933,Indian River Bay,41.6,41.6,10/25/2018,10/25/2019
5891,DEEP CREEK TAX DITCH MAINTENANCE DIPOUT,38.685067,-75.48036,Deep Creek,27.6,27.6,11/9/2018,11/9/2019
5892,TYNDALL BRANCH TAX DITCH MAINTENANCE DIPOUT,38.626752,-75.425262,Deep Creek,14.5,14.5,9/6/2018,9/6/2019
5893,The Village at Pine View,39.59344,-75.76707,Upper Elk River,149.7,40,5/1/2019,5/1/2022
5894,EDEN PARK,39.723,-75.543,Christina River,13.1,3.3,11/1/2018,5/1/2018
5896,RIVERSIDE PLAZA,38.6119,-75.2028,Indian River Bay,21,22.5,7/1/2019,7/1/2021
5897,MITTEN INDUSTRIAL PARK,39.14304,-75.490456,St. Jones River,40,8.7,5/1/2019,9/30/2019
5898,NORTH DISTRICT DOTS BUILDING,39.666111,-75.688889,Christina River,4,4,11/2/2018,12/31/2019
5900,LOT 23 LEVELS BUSINESS PARK,39.4375,-75.75,Broad Creek,1.1,1.5,11/30/2018,11/30/2019
5901,COUNTRY HOUSE,39.79484,-75.61194,Brandywine Creek,42.6,7.3,6/1/2019,12/31/2022
5902,14 HADCO ROAD,39.7392,-75.5867,Christina River,2.4,0.5,12/1/2018,3/31/2019
5903,OUTER BANKS NORTH AND SOUTH,38.7278,-75.1831,Rehoboth Bay,32.59,22.57,3/1/2019,3/1/2020
5904,MERCHANTS SQUARE,39.753333,-75.510556,Shellpot Creek,26,7,4/15/2019,12/31/2020
5905,HAWTHORNE PHASE 6,38.71885,-75.311902,Broadkill River,132.55,15.64,3/1/2019,10/1/2019
5906,OUR LADY OF LOURDES OFFICE BLDG,38.648056,-75.610833,Nanticoke River,2.76,0.7,4/1/2019,1/1/2020
5907,FORWOOD COMMONS,39.802915,-75.507249,Shellpot Creek,11.5,10.2,3/1/2019,3/1/2024
5908,CROOKED HAMMOCK BREWERY,39.4437,-75.7326,Appoquinimink River,2.6,2.6,11/1/2019,12/31/2019
5909,NANTICOKE MEMORIAL HOSPITAL - PARKING EXPANSION,38.643056,-75.604167,Nanticoke River,1.27,0.65,12/1/2018,7/1/2019
5910,DELDOT ELKTON ROAD RELOCATION,39.656478,-75.782819,Christina River,2.5,2.5,3/1/2019,6/1/2019
5911,LONE OAK FARMS,39.256944,-75.6925,Smyrna River,28,12.6,3/1/2019,10/1/2019
5912,WILMINGTON TRANSIT CENTER,39.736944,-75.549167,Christina River,1.39,1.8,11/19/2018,11/7/2019
5913,CANBY PARK POOL DEMOLITION,39.739337,-75.574501,Christina River,20.9,1.4,11/19/2018,5/1/2018
5915,1125 DOE RUN ROAD,39.763,-75.743,White Clay Creek,9.5,3.9,2/1/2019,12/1/2021
5916,Light Action,39.7361,-75.5278,Brandywine Creek,18,17.7,1/1/2019,6/15/2020
5917,36 BENNY STREET,39.677778,-75.745278,White Clay Creek,0.45,0.45,11/1/2018,8/1/2019
5918,INLAND BAYS RWF REGIONAL BIOSOLIDS AND SEPTAGE FACILITIES,38.637303,-75.22985,Rehoboth Bay,92.5,9.1,11/1/2018,11/1/2020
5919,PLANTATION SQUARE,38.725832,-75.145833,Rehoboth Bay,6.1,6.1,1/1/2019,12/31/2020
5920,CLEAN CUT PAVERS AND POOLS S RAILROAD AVE ,38.6919,-75.3722,Indian River Bay,11.46,11,6/1/2019,12/1/2020
5921,CLEAN CUT PAVERS AND POOLS ROUTE 9,38.4202,-75.2057,Broadkill River,5.96,6,4/1/2019,9/1/2019
5922,AREA F - PHASE 2,39.0325,-75.725,Choptank River,849.4,4.7,12/1/2018,12/31/2019
5923,NORTH SEAFORD EMS 200/MEDIC 110 STATION,38.675278,-75.593056,Nanticoke River,1.94,1.73,10/1/2019,7/1/2020
5924,WESTOWN APARTMENTS,39.441667,-75.7375,Appoquinimink River,20,20.9,12/30/2018,12/30/2020
5925,DELAWARE EXPRESS SHUTTLE,39.681944,-75.710278,White Clay Creek,8.9,4.7,4/1/2019,10/1/2019
5926,RESTAURANT AND RETAIL,39.664444,-75.606111,Army Creek,4.1,4.4,6/1/2019,6/30/2020
5927,GRACE N MERCY MINISTRIES INC,38.742222,-75.582778,Nanticoke River,9.98,3.91,1/1/2019,6/30/2019
5928,PARCEL 10 AND 11 PARKING LOTS,39.733889,-75.561944,Christina River,8.3,8.3,1/1/2019,1/1/2020
5929,Stingray Harbor Subdivision,38.54558,-75.08525,Indian River Bay,14.43,12.35,4/15/2019,4/15/2021
5930,"T201200104, US 40 and SR 7 Intersection Improvements",39.6325,-75.660555,Middle Christina River,1.7,1.7,3/1/2019,10/1/2019
5931,T201109001-SR 141 I95 Interchange to Jay Drive,39.703,-75.604,Lower Christina River,63.5,63.5,5/1/2019,12/31/2021
5932,DOT Foods - Phase 1,39.586433,-75.677946,Red Lion Creek-Delaware River,36.39,35.46,1/14/2019,1/14/2020
5933,Admirals Chase,38.760221,-75.133717,Canary Creek-Broadkill River,6.3,6.34,4/30/2019,11/29/2019
5934,Heritage Point - Phase 3,38.549217,-75.540871,James Branch,11.3,8,2/5/2019,3/22/2019
5935,"Allen Harim Hatchery # 2, Pump Station and Force Main",38.538273,-75.269737,Vines Creek-Indian River,19.84,0.1,4/1/2019,6/28/2019
5936,Auburn Valley State Park - Wetland Construction Sites,39.8108,-75.6804,Red Clay Creek,49.8,4.7,2/14/2019,11/29/2019
5937,Coastal Business Park - Lease Area 3,38.693336,-75.346877,Cow Bridge Branch-Indian River,2.1,2.1,3/22/2019,8/22/2019
5938,WOODS AT HIDDEN CREEK,39.391037,-75.685284,Appoquinimink River,105.9,75,5/1/2019,12/31/2024
5939,Wilmington Flats Phase III,39.7517,-75.5733,Little Mill Creek,2,2,2/15/2019,8/15/2020
5940,Ivy Gables,39.807969,-75.48319,Oldmans Creek-Delaware River,4.4,1.3,3/1/2019,3/1/2020
5941,Nassau Commons Office & Warehouse,38.745191,-75.185513,Herring Creek-Rehoboth Bay,0.92,0.9,3/1/2019,4/30/2019
5942,Sussex Lumber Remedial Action Project,38.710173,-75.190016,Herring Creek-Rehoboth Bay,8.88,8.62,2/11/2019,2/28/2019
5943,Inland Bays RWF Phase 2 Expansion,38.637303,-75.22985,Love Creek-Rehoboth Bay,92.5,42.3,3/1/2019,5/1/2021
5944,Quail Run Estates Subdivision,38.737394,-75.345594,Round Pole Branch-Broadkill River,10,10,6/3/2019,6/1/2020
5945,"Delaware Coastal Business Park - ""Lease Area 2""",38.693371,-75.345687,Cow Bridge Branch-Indian River,74.04,2.24,3/1/2019,10/1/2019
5946,Colonial Oaks LLC Hotel,38.726391,-75.140619,Wolfe Glade-Rehoboth Canal,7.22,7.22,3/1/2019,3/1/2020
5947,University of Delaware - Whitney Athletic Center,39.661686,-75.749812,Upper Christina River,354.6,6.5,1/28/2019,1/25/2021
5948,Jeremy Johnson,39.489539,-75.774875,Bohemia River,25.6,3.9,2/28/2019,2/28/2020
5949,Casher Evans Conservation Center Expansion ,38.659119,-75.380723,Cow Bridge Branch-Indian River,27.3,9.1,8/1/2019,8/1/2021
5950,"T201880103 North District Improvements, Phase I",39.668055,-75.686944,Middle Christina River,7.1,7.1,6/1/2019,11/1/2020
5951,Laurel South Service Lateral & M&R Station,38.546622,-75.551246,Little Creek-Broad Creek,0.2,1.3,3/4/2019,5/31/2019
5952,Centreville School Gym,39.83048,-75.624564,Middle Brandywine Creek,10.6,1.3,3/1/2019,3/1/2020
5953,Stagg Run Subdivision,38.720047,-75.37868,Upper Deep Creek,26,26,9/2/2019,9/1/2020
5954,Hatteras,39.058189,-75.469683,Lower Saint Jones River,99.46,93.32,3/1/2019,9/1/2020
5955,DESTORAGE.COM SEAFORD,38.69327,-75.58852,Clear Brook-Nanticoke River,9.01,2.29,8/1/2019,8/1/2020
5956,"Lands of Stafford Street Capital, LLC",38.744471,-75.169232,Canary Creek-Broadkill River,6.2,6.3,4/1/2019,4/1/2020
5957,Avenue North Mixed Use,39.7868,-75.5498,Lower Brandywine Creek,79,31,5/1/2019,5/1/2022
5958,DEARNG CSMS ,39.632788,-75.611656,Army Creek-Delaware River,234,13.94,4/8/2019,12/31/2019
5959,Oakwood Village at Lewes LLC,38.694167,-75.201667,Love Creek-Rehoboth Bay,67.92,51.9,12/1/2006,6/1/2022
5960,Deerfield Meadows 2,38.633056,-75.549167,Lower Deep Creek,40.47,30.5,3/28/2019,9/30/2019
5961,Dover Lidl,39.166754,-75.517898,Upper Saint Jones River,7.28,6.58,3/22/2019,8/22/2019
5962,Lifehouse Church,39.40598,-75.69701,Drawyer Creek-Appoquinimink River,9.99,8.6,4/1/2019,12/1/2020
5963,Delmarva - NCRO - Eagle Run Rd,39.671988,-75.668218,Middle Christina River,71,26,10/7/2019,10/9/2020
5964,Collins Street Sidewalk,38.536256,-75.062241,White Creek-Indian River Bay,0.5,1,5/1/2019,5/15/2019
5965,South Coastal Regional Wastewater Facilities Treatment Updgrade NO 3,38.524835,-75.09072,Little Assawoman Bay,67.4,18.7,9/1/2019,9/1/2022
5966,Alderleaf Meadows,38.580626,-75.297765,Swan Creek-Indian River,40.9,40.9,5/15/2019,9/1/2021
5967,HIGHWAY WORD OF FAITH RESUBDIVISION,39.660802,-75.63734,Middle Christina River,4.9,4.8,4/1/2019,4/3/2020
5968,Beebe Healthcare Rehoboth Health Campus S-18-88,38.723299,-75.140197,Herring Creek-Rehoboth Bay,18,25.2,5/1/2019,7/1/2022
5969,CHRISTIANA RETAIL CENTER PHASE 1,39.676409,-75.647081,Middle Christina River,15,2.1,6/1/2019,6/1/2020
5970,Village of College Park - Georgetown,38.703522,-75.410029,Upper Deep Creek,69.7,62.4,9/2/2019,9/1/2020
5971,FSC - Site 6 Stockpiles,39.804153,-75.4428,Oldmans Creek-Delaware River,258.4,12.3,5/15/2019,4/15/2022
5972,Hay Road LF Drainage Upgrades,39.734918,-75.510117,Matson Run-Shellpot Creek,108.67,3.1,5/13/2019,7/3/2019
5973,Meadowcrest at Middletown,39.45556,-75.67028,Drawyer Creek-Appoquinimink River,10.2,10.2,6/1/2019,12/31/2020
5974,Goldey-Beacom College,39.741806,-75.691001,Lower White Clay Creek,19.5,4,4/1/2019,4/1/2022
5975,Batson Branch Tax Ditch Maintenance Dipout Spring 2019,38.496399,-75.161031,Little Assawoman Bay,8.42,8.42,3/20/2019,3/20/2020
5976,Compass Point Sweet Briar,38.75174,-75.241032,Canary Creek-Broadkill River,135.5,115,6/1/2019,5/31/2021
5977,706 Port Penn Road,39.517374,-75.618305,Augustine Creek,11,3.8,6/30/2019,12/1/2019
5978,Parkside Millville,38.543,-75.113,White Creek-Indian River Bay,31.32,29.95,7/1/2019,7/1/2022
5980,College Square,39.681692,-75.733793,Upper White Clay Creek,46.1,46.1,5/1/2019,5/1/2024
5981,"T201630001 Chesapeake & Delaware Canal Recreational Trail, Re-Alignment Project",39.556667,-75.607222,Dragon Creek-Delaware River,2.9,1.1,6/1/2019,12/1/2019
5982,Schoolview  Crossing,39.118115,-75.551968,Issac Branch,2.7,2.7,6/1/2019,6/1/2020
5983,Wilmington Country Club - Indoor Tennis Facility,39.798776,-75.593256,Middle Brandywine Creek,329.28,2,3/1/2019,6/1/2020
5984,Coastal Station - Phase 2,38.71793,-75.108247,Rehoboth Canal-Rehoboth Bay,5.2,6,6/1/2019,6/1/2020
5985,Schutte Park fields,39.148806,-75.558174,Upper Saint Jones River,170.9,18.5,3/22/2019,10/31/2019
5986,T201407602 BR 1-350 N&S on SR 1 over Lewes/Rehoboth Canal,38.708611,-75.093055,Rehoboth Canal-Rehoboth Bay,7.5,2.2,8/19/2019,5/21/2020
5987,Milton Elementary School,38.773465,-75.315726,Round Pole Branch-Broadkill River,17.5,9.5,10/9/2019,8/31/2021
5988,Cape Henlopen High School - Building Additions,38.757564,-75.151327,Canary Creek-Broadkill River,66.4,2.9,7/1/2019,8/31/2021
5989,Vincent Overlook Phases 5-8,38.754506,-75.237985,Canary Creek-Broadkill River,24,12,5/27/2019,5/1/2020
5990,Wawa Armstrong Crossing,39.47974,-75.72113,Drawyer Creek-Appoquinimink River,36.2,4.4,5/20/2019,12/6/2019
5991,Windswepth @ Lewes Residential Planned Community,38.667041,-75.161315,Love Creek-Rehoboth Bay,60,60,2/2/2020,2/2/2021
5992,Greenwood Acres 2,38.811121,-75.58709,Headwaters Nanticoke River,2.7,3.4,8/1/2019,8/1/2020
5993,T201612001 Cedar Lane Rd & Marl Pit Rd. Int. Imp.,39.4775,-75.703055,Drawyer Creek-Appoquinimink River,8,8,12/1/2019,12/1/2020
5994,Kirkwood Park - Howard Field,39.7447,-75.5394,Lower Brandywine Creek,7.6,1.6,5/28/2019,10/1/2019
5995,Wellesley,38.7153,-75.1404,Herring Creek-Rehoboth Bay,78.18,62.25,8/1/2019,8/1/2024
5996,Windward on the River - Residential ,38.90961,-75.40817,Middle Mispillion River,28,17.2,1/1/2020,1/31/2023
5997,Spring Arbor - Rehoboth,38.730507,-75.152648,Herring Creek-Rehoboth Bay,11.7,11.7,8/1/2019,8/31/2021
5998,Delmarva LNG Plant Fence Improvement Project,39.725388,-75.565531,Little Mill Creek,27,2.02,8/1/2019,12/31/2019
5999,Faithful Friends Animal Shelter,39.676462,-75.630432,Middle Christina River,39.6,4.1,7/1/2019,7/1/2020
6000,Middletown Market Place Lot 6,39.450475,-75.723013,Drawyer Creek-Appoquinimink River,3,2.3,5/1/2019,6/1/2020
6001,T201703701 Wetland Mitigation at Peterson Wildlife Refuge,39.725,-75.568055,Little Mill Creek,17.5,17.5,9/1/2019,12/31/2019
6002,Coursey's Point,38.984449,-75.505321,Ash Gut-Murderkill River,99.58,21.56,4/30/2019,10/30/2019
6003,Pot Nets Creekside - Landscape Berm,38.628652,-75.162552,Love Creek-Rehoboth Bay,238,2,6/10/2019,12/20/2019
6004,T201801102 Chestnut Run Plaza Ped. Imp.,39.7575,-75.603333,Little Mill Creek,1.6,1.6,8/1/2019,12/31/2019
6005,Mara's Landing,39.678438,-75.745365,Upper White Clay Creek,0.5,0.5,8/1/2019,8/1/2020
6006,"Westown Lot 1, Phase 2",39.449779,-75.731203,Drawyer Creek-Appoquinimink River,11.3,5.96,9/2/2019,12/31/2022
6007,T201651201 - Claymont Regional Transportation Center,39.804615,-75.447155,Oldmans Creek-Delaware River,3.8,3.8,7/1/2019,12/31/2021
6008,Delaware National - 2016-0461,39.7588,-75.63915,Red Clay Creek,205.3,125,8/1/2019,7/1/2028
6010,PTHG Delaware,38.726681,-75.270014,Beaverdam Creek-Broadkill River,3.45,3.75,5/22/2019,2/28/2020
6011,860 Middletown Warwick Road,39.438765,-75.748293,Bohemia River,1.5,2,8/1/2019,12/1/2019
6012,Abessinio Stadium,39.760703,-75.552955,Lower Brandywine Creek,102.4,12.5,6/1/2019,6/1/2022
6013,Isaac's Farm,38.685732,-75.402393,Upper Deep Creek,79,31.5,7/1/2019,9/1/2022
6014,Duck Creek Business Campus Lots 27-29,39.314215,-75.605589,Duck Creek,13.7,12.9,9/2/2019,9/2/2020
6015,Del-Mar Energy Pathway Project - Woodside Loop,39.116563,-75.560894,Issac Branch,0,55.9,10/1/2019,3/1/2020
6016,Argo's Corner Self Storage,38.874569,-75.354653,Lower Cedar Creek,11.7,10.1,8/1/2019,10/1/2019
6017,Newark Park N Shop,39.677177,-75.762114,Upper Christina River,4.95,1.59,7/1/2019,5/31/2020
6018,HICKORY RIDGE HOTEL,39.2469,-75.5886,Upper Leipsic River,10.08,9.38,8/1/2019,7/24/2020
6019,WRF Effluent Pipe Rehabilitation,38.775392,-75.132525,Wolfe Glade-Rehoboth Canal,37.5,1.62,9/1/2019,12/31/2019
6020,Newark Senior Living,39.678931,-75.770174,Upper Christina River,6.9,5.7,9/1/2019,8/31/2020
6021,Brickyard Apartments,38.635377,-75.587163,Butler Mill Branch-Nanticoke River,5.05,6.7,4/1/2020,4/1/2021
6023,M.L. Joseph Sand & Gravel Company Borrow Pit,38.695919,-75.507418,Gravelly Branch,158.7,133.7,10/1/2019,10/1/2049
6024,Effluent Forcemain Extension to Spray Fields d & E,38.81,-75.34,Primehook Creek,3.2,3.2,7/1/2019,10/31/2019
6025,Rothwell Village to Whitehall Village Hydraulic Improvement,39.527439,-75.695087,C&D Canal East-Delaware River,5.9,5.9,7/3/2019,9/30/2019
6026,Woodfield Preserve to Cave Neck Rd Forcemain Extension,38.768593,-75.216327,Canary Creek-Broadkill River,2.7,2.7,1/1/2020,4/1/2020
6027,T201904104 Chapman Rd & Regal Blvd Int. Imp.,39.666389,-75.689444,Middle Christina River,1.6,1.6,10/1/2019,8/1/2020
6028,Silver Lake Elementary School Expansion,39.447194,-75.710504,Drawyer Creek-Appoquinimink River,40,4.7,1/1/2020,8/1/2021
6029,Green Mansion,39.68357,-75.749557,Upper White Clay Creek,1.18,1.18,7/15/2019,2/26/2021
6032,"T201980102 Middletown Maintenance Yard, Phase 2",39.434,-75.709,Drawyer Creek-Appoquinimink River,1.1,1.1,9/1/2019,12/1/2020
6033,Bowers Beach Parking Area - Phase I,39.060096,-75.399269,Murderkill River-Town of South Bowers,1.8,0.1,10/28/2019,1/31/2020
6034,Delaware Technical Community College (DTCC) Automotive Center,38.694631,-75.412595,Upper Deep Creek,11,2.4,9/6/2019,9/6/2021
6035,The Cascades,39.605976,-75.771977,Muddy Run,76.28,40,8/1/2019,7/31/2022
6036,Incyte Campus Expansion,39.762013,-75.554495,Lower Brandywine Creek,20.4,5,8/5/2019,10/31/2021
6037,"Rehoboth Beach Country Club, Inc.",38.691978,-75.110689,Herring Creek-Rehoboth Bay,146.2,11.5,11/30/2019,1/31/2020
6038,New Castle Logistics Park,39.586552,-75.6547,Dragon Creek-Delaware River,169.6,121.1,8/12/2019,8/1/2022
6039,Dover Police Department Impound Lot,39.153881,-75.528761,Upper Saint Jones River,1.2,0.9,8/1/2019,10/1/2019
6040,Everett Meredith Middle School Project,39.44299,-75.71614,Drawyer Creek-Appoquinimink River,19.7,13.2,6/1/2020,6/1/2022
6041,Rojan Meadows Dover,39.163432,-75.496144,Little River-Delaware Bay,39.1,36.7,10/1/2019,10/1/2022
6042,THOMAS ENGLAND HOUSE SITE,39.287614,-75.594086,Duck Creek,3.5,3.9,2/3/2020,2/26/2021
6043,Burbage Road Water Quality Improvement Project,38.534784,-75.1669,White Creek-Indian River Bay,20,6.92,8/1/2019,8/2/2019
6044,DCR Berm Project,39.5877,-75.625,Red Lion Creek-Delaware River,1309.9,15,8/1/2019,5/9/2022
6045,Hudson Village - Phase III,39.665061,-75.666846,Middle Christina River,7.7,5.6,8/1/2019,8/1/2024
6046,DuPont Country Club - Ph.1B Pool & Fitness Center,39.789145,-75.565344,Lower Brandywine Creek,254.7,3.3,9/2/2019,8/1/2020
6047,"Lands of Seaside Jewish COmmunity, Inc.",38.726418,-75.101705,Rehoboth Canal-Rehoboth Bay,1.4,1.3,9/2/2019,11/1/2019
6048,Acadia Landing,38.41629,-75.114214,Assawoman Bay,117.2,120.7,11/1/2019,11/1/2022
6049,Royal Farms - Store No. 316,38.543811,-75.258215,Vines Creek-Indian River,5.08,5.36,8/2/2019,8/2/2020
6050,Dash-In #285 Centre Road,39.747345,-75.610553,Little Mill Creek,0.99,1.2,3/2/2020,8/28/2020
6051,Anchors Run Subdivision,38.414561,-75.123499,Assawoman Bay,131.7,119.82,11/11/2019,11/14/2022
6052,DSWA Beaverdam ditch maintenance,38.585971,-75.433548,Elliott Pond Branch,326,14,5/1/2020,5/1/2021
6053,Energy Lane Training Facility,39.15,-75.497,Little River-Delaware Bay,20.6,2.3,9/16/2019,12/31/2019
6054,"T201504401 Elkton Rd, Md Line to Casho Mill Rd",39.665556,-75.776111,Upper Christina River,38,38,3/1/2020,12/31/2022
6055,T201507402 Br 1-714 on N347 Chapman Rd over I-95,39.666389,-75.686667,Middle Christina River,7.6,7.6,2/1/2020,12/31/2021
6056,T201404101 Little Baltimore Road Drainage Improvements,39.769444,-75.719444,Lower White Clay Creek,4.9,4.9,8/1/2020,3/1/2022
6057,"T201701301 Milton Rail to Trail, Phase II",38.77,-75.318333,Round Pole Branch-Broadkill River,2.6,2.6,1/15/2020,10/1/2020
6058,501 Center Mill Road,39.825,-75.652,Red Clay Creek,11.2,6.6,9/1/2019,9/1/2021
6059,DuPont Plaza,39.18084,-75.52734,Upper Saint Jones River,10,14,9/23/2019,7/31/2020
6060,South Wilmington Wetlands Park,39.72977,-75.550973,Lower Christina River,35.8,35.8,8/1/2019,8/1/2020
6061,Avenue North Drainage Swale Stabilization,39.7874,-75.5504,Lower Brandywine Creek,79,0.5,10/1/2019,10/1/2020
6062,CSWMC Extractive Use Operation,39.049631,-75.733332,Gravelly Branch-Choptank River,21,21,10/1/2019,1/1/2020
6063,Lewes Crest,38.751094,-75.187733,Canary Creek-Broadkill River,3.17,3.17,10/15/2019,6/24/2020
6064,T200411209 SR 24 Mullberry Knoll to SR 1,38.724,-75.143,Herring Creek-Rehoboth Bay,12,12,1/1/2020,12/31/2022
6065,T201904003 Task 3 SR 1 and SR 5 Int. Imp.,38.822,-75.308,Primehook Creek,2.4,2.4,1/1/2020,12/31/2020
6066,T201904003 Task 5 US 113 at wood Branch Rd Int. Imp.,38.652,-75.367,Cow Bridge Branch-Indian River,1.2,1.2,1/1/2020,12/31/2020
6067,Lidl - Bear,39.61964,-75.69117,Muddy Run,4.7,6,4/1/2020,9/30/2020
6068,T201701202 Capital City Trail Phase II Gateway to S. State St.,39.121111,-75.505278,Lower Saint Jones River,2.8,2.8,3/1/2020,12/31/2020
6069,"T201907402 Rehab of I-95, 2nd St. On-Ramp Imp.",39.741667,-75.561944,Lower Christina River,2.5,2.5,1/15/2020,6/1/2021
6070,Cleanbay Sussex I,38.64204,-75.35889,Cow Bridge Branch-Indian River,20.07,20.07,5/4/2020,5/3/2021
6071,"T201811001 Pave & Rehab, North VIII, 2018",39.636944,-75.653333,Army Creek-Delaware River,4.1,4.1,3/1/2020,8/1/2022
6072,Revelation Brewery - Georgetown,38.679118,-75.378647,Cow Bridge Branch-Indian River,3.64,3,12/2/2019,5/1/2020
6073,Lookerman Way Redevelopment,39.157268,-75.526056,Upper Saint Jones River,1.02,1.02,9/30/2019,9/30/2020
6074,Estuary Phase 3,38.494244,-75.118753,Little Assawoman Bay,192.91,46.6,5/1/2020,9/1/2021
6075,Little Heaven Commercial Project,39.045485,-75.456078,Murderkill River-Town of South Bowers,2.9,3.2,10/1/2019,7/3/2020
6076,Bishop's Landing Phase 4,38.544089,-75.129911,White Creek-Indian River Bay,21.9,19.34,2/3/2020,9/1/2021
6077,Route 9-Sussex County to Hawthorne Forcemain Extension,38.714938,-75.315092,Round Pole Branch-Broadkill River,1.6,1.6,1/1/2020,4/1/2020
6078,Western Sussex Transmission Facilities - Contract 3,38.691398,-75.590421,Clear Brook-Nanticoke River,2.5,2.5,12/12/2019,11/15/2020
6079,Pilottown Road Sewer & Water Improvements,38.780224,-75.151083,Canary Creek-Broadkill River,4.07,4.07,12/2/2019,5/1/2020
6080,Concrete Central Mixing and Proportioning Plant,38.82746,-75.427799,Upper Cedar Creek,17.5,2.5,12/2/2019,4/1/2020
6081,"T201906901-Conversion Roads, South, 2019",38.74,-75.275,Beaverdam Creek-Broadkill River,13.6,13.6,5/1/2020,12/1/2020
6082,Delmar Storage Solutions,38.457226,-75.552316,North Prong Wicomico River,22.06,8.4,11/30/2019,11/27/2020
6083,Dagsboro Water Treatment Facility Site,38.546626,-75.235698,Vines Creek-Indian River,15.4,5.62,1/1/2020,7/1/2020
6084,Vaughn Correctional Center - Building 'C' Demolition,39.334035,-75.601699,Smryna River,543.4,1.5,9/15/2019,9/15/2024
6085,Saltwater Landing,38.461457,-75.174219,Assawoman Bay,56.8,46.5,7/1/2019,12/31/2020
6086,"Sussex Montessori School, Inc.",38.644885,-75.639424,Butler Mill Branch-Nanticoke River,8.3,8.5,1/15/2020,10/15/2020
6087,Barley Mill Plaza,39.760432,-75.599977,Little Mill Creek,56.1,40.8,1/1/2020,1/1/2025
6088,Milford Street Reconstruction Project,38.913032,-75.421174,Middle Mispillion River,2,1.9,3/2/2020,5/30/2020
6089,Autumn Ridge,38.871944,-75.350556,Lower Cedar Creek,18.7,11.2,6/1/2014,12/31/2020
6090,Red Lion Plaza,39.606246,-75.665784,Red Lion Creek-Delaware River,3.1,3.1,11/25/2019,11/25/2025
6091,Dawson Estates,39.813507,-75.665543,Red Clay Creek,30.2,4.8,11/25/2019,8/31/2020
6093,Retail Center - 2300 Concord Pike,39.7919,-75.5475,Matson Run-Shellpot Creek,12.9,1.8,8/1/2019,3/1/2020
6094,366 OLD BALTIMORE PIKED,39.651384,-75.687325,Middle Christina River,1.45,1.45,11/1/2019,11/2/2020
6096,Royal Farms Store No. 051,38.902079,-75.44062,Upper Mispillion River,3.5,3.2,3/2/2020,3/1/2021
6097,Herring Run Tax Ditch Maintenance Dipout,38.664384,-75.617491,Clear Brook-Nanticoke River,4.6,4.6,11/25/2019,11/25/2020
6098,T201880102 – Bear Administration Building,39.655556,-75.655833,Middle Christina River,2.9,2.9,2/26/2020,5/1/2022
6099,God's Way Thrift Store - Georgetown,38.693454,-75.39844,Upper Deep Creek,1.2,1.2,12/31/2019,6/30/2020
6100,BOYDS CORNER RESIDENTIAL SUBDIVISION,39.498,-75.655,Augustine Creek,41.36,41.2,12/2/2019,12/31/2020
6101,Mispillion Realty Office,38.903471,-75.40628,Middle Mispillion River,3,1.6,12/1/2019,2/29/2020
6102,300 Ruthar Drive,39.688226,-75.698353,Lower White Clay Creek,7,2.6,3/1/2020,4/30/2020
6103,10th Street Medical Office Facility-1,38.929636,-75.420279,Middle Mispillion River,2.1,1.7,11/18/2019,11/23/2020
6104,"Ocean View Partners, LLC",38.544794,-75.095305,White Creek-Indian River Bay,1.3,0.7,3/15/2020,3/15/2021
6105,Marsh Island - New NOI,38.69166,-75.160441,Herring Creek-Rehoboth Bay,113.8,75.7,11/18/2019,11/30/2022
6106,Activ Pest Solutions (Office Relocation),38.753422,-75.184108,Canary Creek-Broadkill River,2.8,1.1,11/1/2019,4/1/2020
6107,Black Hog Village (Commercial),38.752817,-75.185551,Canary Creek-Broadkill River,4.4,3.7,11/1/2019,8/1/2020
6108,Indian River Volunteer Fire Company Station 80-2,38.633874,-75.181096,Love Creek-Rehoboth Bay,1.88,1.15,10/1/2019,10/1/2020
6109,DEStorage.com Millstone,39.129169,-75.516023,Lower Saint Jones River,20.46,4.48,4/15/2020,9/30/2020
6110,Christiana Meadows,39.653904,-75.65389,Middle Christina River,49.15,0.68,12/16/2019,6/30/2020
6111,481 & 485 Howell School Road ,39.574,-75.7056,C&D Canal East-Delaware River,2.7,1.7,12/12/2019,12/12/2020
6112,Logisticenter at I-95 Wilmington,39.73162,-75.603758,Little Mill Creek,140.6,127,1/1/2020,12/1/2021
6113,Middletown Veterinary Hospital,39.422985,-75.764629,Bohemia River,15.6,4.3,1/1/2020,1/1/2022
